This file was created by CMPT_ME_BEME_RETS_DAILY using the 201911 CRSP database.,,,,,,,,,,,,,,,,,,,,,,,
The Tbill return is the simple daily rate that, over the number of trading days,,,,,,,,,,,,,,,,,,,,,,
in the month, compounds to 1-month TBill rate from Ibbotson and Associates Inc.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RF,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
19261204,-0.17,0.2,0.1,0.011,0,-0.27,-0.09,-0.28,-0.25,-0.14,-0.1,-0.16,-0.43,-0.31,-0.18,-0.3,-0.03,-0.23,0.04,-0.17,-0.12,-0.54,-0.15
19261206,0.04,0.32,-0.37,0.011,-6.46,0.04,0.04,-0.06,0.15,-0.08,0.08,0.08,-0.24,0.06,0.27,-0.18,-0.02,0.12,0.02,0.05,0.15,0,-0.86
19261207,-0.04,0.34,-0.51,0.011,2.43,-0.03,-0.05,-0.24,-0.19,0.14,-0.16,0.06,-0.53,-0.27,-0.08,0.3,0.03,-0.25,-0.06,0.05,0.08,-0.74,0.02
19261208,-0.08,0.21,0.25,0.011,1.18,-0.04,-0.11,0.47,-0.11,0.07,-0.23,-0.01,0.7,-0.18,-0.02,0.13,0.03,-0.41,-0.02,-0.08,0.21,0.71,0.66
19261209,0.45,-0.15,0.44,0.011,-5.42,0.45,0.41,0.89,0.47,0.35,0.35,0.82,0.72,0.67,0.18,0.43,0.29,0.09,0.66,0.73,1.08,0.38,1.61
19261210,0.35,-0.17,0.5,0.011,2.2,0.15,0.45,0.78,0.14,0.24,0.42,0.84,0.53,0.16,0.11,0.16,0.3,0.45,0.4,0.76,1.06,0.47,0.69
19261211,0.09,-0.1,-0.5,0.011,2.23,0.03,0.17,-0.12,0.04,0.06,0.26,0.11,-0.44,-0.14,0.3,0.01,0.11,0.45,0.04,0.07,0.24,-0.24,-0.93
19261213,0.42,0.64,0,0.011,-1.37,0.69,0.16,0.33,0.47,0.56,0.24,0.08,0.41,0.44,0.51,1.15,0.13,0.24,0.24,0.03,0.24,0.1,1.19
19261214,0.1,-0.09,0.14,0.011,2.5,0.12,0.17,0.26,-0.07,0.26,0.09,0.46,0.24,-0.15,0.05,0.51,0.09,0.09,0.08,0.52,0.28,0.17,0.43
19261215,0.17,-0.22,0.22,0.011,-1.08,0.13,0.18,0.02,0.21,-0.02,0.1,0.38,0.32,0.21,0.22,-0.06,0.01,-0.13,0.37,0.62,-0.31,0.37,0.21
19261216,-0.63,-0.2,0.05,0.011,-1.09,-0.73,-0.48,-0.92,-0.57,-0.64,-0.57,-0.64,-0.94,-0.59,-0.53,-1.06,-0.34,-0.75,-0.36,-0.56,-0.9,-0.77,-1.37
19261217,0.91,-0.75,0.68,0.011,-5.65,0.72,1.18,1.28,0.58,1.01,0.93,1.76,1.51,0.48,0.73,1,1.02,0.7,1.2,2.02,1.03,1.44,1.71
19261218,0.42,-0.22,0.2,0.011,0.71,0.53,0.37,0.36,0.36,0.56,0.42,0.3,0.51,0.54,0.11,0.88,0.33,0.17,0.69,0.33,0.2,0.46,0.63
19261220,-0.31,0.08,-0.13,0.011,-2.87,-0.35,-0.27,-0.35,-0.25,-0.5,-0.09,-0.35,-0.31,-0.36,-0.09,-0.57,-0.44,0.03,-0.22,-0.34,-0.39,-0.54,0.27
19261221,-0.03,-0.38,-0.19,0.011,8.35,0.06,-0.09,-0.28,0.04,0.02,-0.05,-0.22,-0.42,0.07,-0.01,0.11,-0.05,0.16,-0.3,-0.25,-0.12,-0.31,-0.71
19261222,0.02,-0.19,-0.53,0.011,-6.65,0.32,-0.19,-0.32,0.37,0.04,-0.25,-0.13,-0.75,0.62,0.03,0.23,-0.1,-0.06,-0.47,-0.22,0.16,-0.57,-1.2
19261223,0.28,0.01,-0.47,0.011,1.18,0.32,0.34,0.02,0.23,0.25,0.37,0.55,0.01,0.22,0.23,0.51,0.06,0.27,0.5,0.73,0.02,-0.08,0.26
19261224,0.31,0.21,0.26,0.011,-1.47,0.56,0.12,0.25,0.16,0.61,0.23,0.07,0.36,0.16,0.17,1.39,0.04,0.35,0.09,0.05,0.13,0.22,0.72
19261227,-0.22,-0.14,-0.4,0.011,1.77,-0.36,-0.19,-0.51,-0.37,-0.24,-0.28,-0.11,-0.74,-0.54,-0.12,-0.35,-0.15,-0.31,-0.24,-0.06,-0.24,-0.43,-1.52
19261228,-1.07,-0.07,-0.16,0.011,-2.91,-1.19,-1.03,-1.42,-1.06,-1.11,-1.01,-1.32,-1.5,-1.12,-0.96,-1.45,-0.87,-1.03,-0.99,-1.32,-1.33,-1.42,-1.7
19261229,0.44,-0.16,-0.06,0.011,2.39,0.58,0.38,0.48,0.38,0.62,0.27,0.64,0.38,0.45,0.28,1,0.35,0.33,0.19,0.66,0.58,0.41,0.29
19261230,-0.35,0.44,0.1,0.011,-1.09,-0.62,-0.13,-0.27,-0.52,-0.36,-0.2,-0.15,-0.35,-0.44,-0.64,-0.81,-0.03,-0.49,0.12,-0.14,-0.19,-0.49,0.02
19261231,0.33,0.3,0.67,0.011,-2.52,0.16,0.38,0.73,0.4,0.02,0.51,0.29,1.04,0.42,0.38,-0.34,0.29,0.35,0.7,0.25,0.39,0.64,2.04
19270103,-0.79,0.19,0.09,0.01,4.41,-1.05,-0.6,-0.74,-0.81,-0.85,-0.61,-0.99,-0.64,-1.02,-0.5,-1.56,-0.33,-0.57,-0.66,-1.04,-0.86,-0.52,-0.93
19270104,0.31,0.15,-0.67,0.01,-2.21,0.56,0.17,0.17,0.34,0.55,0.24,0.05,0.03,0.71,-0.17,1.01,0.21,0.27,0.2,-0.04,0.33,0.13,-0.22
19270105,0.14,0.43,-0.31,0.01,-1.22,0.33,-0.06,0.24,0.47,0,-0.05,-0.04,0.38,0.48,0.45,0.06,-0.05,-0.07,-0.03,-0.08,0.08,0.28,0.63
19270106,-0.17,0,0.07,0.01,2.93,-0.21,-0.24,-0.04,-0.32,-0.02,-0.41,-0.15,-0.02,-0.46,-0.12,0.03,-0.05,-0.65,-0.14,-0.18,-0.06,0.25,-0.7
19270107,0.3,-0.25,0.44,0.01,-1.75,0.25,0.35,1.06,0.24,0.34,0.13,0.86,0.9,0.29,0.18,0.26,0.4,0.09,0.17,0.72,1.24,1.14,0.28
19270108,0.39,-0.18,0.27,0.01,-0.59,0.33,0.52,0.64,0.24,0.78,0.22,0.43,0.77,0.07,0.48,0.53,0.96,0.13,0.32,0.41,0.5,0.84,0.56
19270110,0.14,0.02,0.16,0.01,0.6,0.11,0.11,0.51,0.1,0,0.3,0.17,0.48,0.14,0.06,0.13,-0.1,0.27,0.35,0.04,0.55,0.53,0.37
19270111,-0.28,-0.36,0.87,0.01,2.38,-0.54,-0.14,0.16,-0.42,-0.54,-0.02,0.02,0.17,-0.58,-0.2,-0.79,-0.36,-0.06,0.01,-0.03,0.16,0.03,0.52
19270112,0.07,-0.06,0.02,0.01,-3.63,0.09,0.15,-0.19,-0.01,0.13,0.14,0.2,-0.11,-0.08,0.1,0.27,0.03,0.2,0.07,0.37,-0.28,-0.15,0
19270113,-0.04,0.2,-0.3,0.01,3.01,-0.19,0.12,-0.31,-0.05,-0.19,0.32,-0.23,-0.18,0.15,-0.33,-0.49,0.03,0.59,0.02,-0.16,-0.46,-0.34,0.2
19270114,0.05,-0.85,0.92,0.01,0,-0.27,0.13,0.64,-0.3,-0.02,0.29,0.09,0.42,-0.42,-0.12,-0.2,0.11,0.04,0.57,-0.19,0.89,0.64,-0.14
19270115,0.13,0.1,0.83,0.01,-1.91,0.07,0.11,0.91,0.17,-0.08,0.2,0.33,1.08,0.06,0.32,-0.13,-0.05,-0.02,0.45,0.19,0.72,0.99,1.31
19270117,-0.04,-0.18,0.77,0.01,0.16,-0.32,0.06,0.53,-0.05,-0.17,-0.08,-0.01,0.76,-0.14,0.07,-0.88,0.34,-0.32,0.19,-0.1,0.27,0.48,1.47
19270118,-0.06,-0.22,0.01,0.01,-1.19,0.21,-0.24,-0.07,0.28,-0.18,-0.22,-0.06,-0.06,0.2,0.39,0.07,-0.36,-0.25,-0.19,-0.06,-0.08,-0.09,0
19270119,0.61,-0.01,-0.77,0.01,3.52,0.83,0.51,0.24,0.72,0.62,0.63,0.43,0.58,1.02,0.29,1.07,0.3,0.72,0.53,0.64,-0.15,1.01,-0.49
19270120,-0.17,-0.3,0.13,0.01,-1.01,-0.13,-0.21,0.04,-0.2,-0.16,-0.2,-0.08,0.12,-0.19,-0.22,0,-0.28,-0.3,-0.1,-0.1,-0.04,0.32,-0.39
19270121,-0.01,0.6,1.29,0.01,-3.53,-0.07,-0.02,0.67,-0.09,0,-0.02,-0.01,1.04,0.03,-0.26,-0.04,0.02,0.01,-0.05,-0.09,0.25,0.25,3.08
19270122,-0.36,0.26,0.34,0.01,1.22,-0.44,-0.23,-0.14,-0.34,-0.32,-0.32,-0.32,0.06,-0.4,-0.26,-0.65,-0.08,-0.46,-0.16,-0.3,-0.36,-0.37,1.13
19270124,-0.48,0.47,1.44,0.01,-2.41,-0.7,-0.45,0.5,-0.65,-0.48,-0.6,-0.3,0.83,-0.81,-0.43,-0.8,-0.25,-0.9,-0.26,-0.45,0.12,0.14,2.53
19270125,-1.07,-0.47,-1.29,0.01,1.23,-0.85,-1.06,-2.48,-0.86,-0.77,-1.33,-1.38,-2.62,-0.71,-1.07,-0.82,-0.73,-1.22,-1.45,-1.06,-2.32,-2.34,-3.31
19270126,0.19,0.12,0.48,0.01,-0.19,0.25,0.21,0.44,0.17,0.22,0.28,0.47,-0.05,0.11,0.24,0.43,0.08,0.19,0.38,0.28,1.01,0.23,-0.74
19270127,-0.35,0,-0.42,0.01,0.19,-0.38,-0.3,-0.74,-0.52,-0.09,-0.4,-0.46,-0.86,-0.64,-0.35,-0.08,-0.1,-0.33,-0.48,-0.41,-0.61,-1.04,-0.4
19270128,0.16,0.16,0.76,0.01,0.1,0.24,0.06,0.54,0.14,0.28,0.11,0.01,0.48,0.17,0.08,0.46,0.16,0.11,0.11,-0.2,0.61,0.33,0.85
19270129,0.73,-0.41,-0.29,0.01,-0.1,0.84,0.67,0.91,0.72,0.75,0.61,1.06,0.88,0.85,0.54,1.09,0.5,0.67,0.54,1.1,0.95,0.85,0.95
19270131,0.61,0.12,-0.04,0.01,1.22,0.78,0.4,0.83,0.68,0.58,0.37,0.64,1,0.64,0.73,0.99,0.3,0.23,0.52,0.65,0.63,1.04,0.9
19270201,-0.01,0.53,1.11,0.012,0,-0.05,-0.06,0.67,0,-0.06,-0.01,-0.11,0.96,0.07,-0.11,-0.15,0.01,0.08,-0.11,-0.27,0.34,0.72,1.56
19270202,0.7,-0.21,0.1,0.012,2.41,0.84,0.66,0.83,0.65,0.82,0.75,0.61,1.29,0.61,0.71,1.24,0.51,0.76,0.74,0.72,0.3,1.05,1.86
19270203,0.17,0.21,-0.07,0.012,-1.17,0.3,0.11,0.17,0.21,0.33,-0.03,0.26,-0.03,0.36,0.01,0.47,0.22,-0.18,0.13,0.21,0.41,-0.22,0.42
19270204,0.37,0.12,1.38,0.012,-0.17,-0.08,0.49,1.2,-0.04,0.1,0.88,0.16,1.79,-0.15,0.1,-0.14,0.28,1.58,0.11,0.03,0.51,1.1,3.44
19270205,-0.18,0.31,0.45,0.012,-0.91,-0.35,-0.12,0.26,-0.33,-0.18,-0.11,-0.19,0.41,-0.42,-0.19,-0.39,-0.03,-0.06,-0.16,-0.29,0.09,0.26,0.73
19270207,-0.13,0.64,0.47,0.012,1.52,0.03,-0.17,0,0.11,-0.1,-0.32,-0.04,0.12,0.32,-0.19,-0.13,-0.09,-0.55,-0.07,-0.01,-0.15,-0.47,1.5
19270208,0.1,0.19,1.03,0.012,0.2,-0.06,0.1,0.85,-0.11,0.13,-0.01,0.16,1.41,-0.22,0.04,0.03,0.21,-0.23,0.23,0.15,0.18,0.85,2.69
19270209,0.04,-0.88,-0.57,0.012,0.38,0.08,0.04,-0.19,0.19,-0.08,-0.06,0.43,-0.81,0.42,-0.14,-0.13,-0.04,-0.06,-0.05,0.39,0.55,0.49,-3.71
19270210,0.08,0.28,-0.69,0.012,3.57,0.24,0.14,-0.08,0.26,0.2,0.05,0.17,-0.17,0.57,-0.18,0.21,0.19,0.05,0.06,0.21,0.03,0.17,-0.96
19270211,0.31,-0.44,-0.63,0.012,0.04,0.36,0.35,-0.07,0.21,0.37,0.42,0.61,-0.82,0.22,0.21,0.66,0.16,0.3,0.55,0.54,0.82,-0.44,-1.71
19270214,0.49,-0.14,-0.29,0.012,-1.14,0.82,0.34,0.47,0.74,0.56,0.26,0.59,0.57,0.68,0.83,0.99,0.24,0.16,0.38,0.67,0.34,0.81,0.01
19270215,0.1,-0.27,-0.16,0.012,0.07,-0.04,0.12,0.34,-0.03,0.13,0.02,0.05,0.67,-0.25,0.28,-0.04,0.25,0.14,-0.1,0.09,-0.05,0.78,0.41
19270216,-0.02,0.01,1.55,0.012,-3.45,-0.38,0.11,1.09,-0.25,-0.18,-0.11,0.71,0.96,-0.29,-0.2,-0.63,0.15,-0.26,0.07,0.52,1.25,0.34,2.46
19270217,0.24,0.07,0.86,0.012,-0.07,-0.03,0.38,1.31,-0.24,0.2,0.73,0.35,1.71,-0.22,-0.27,0.38,0.08,0.12,1.41,0.17,0.85,1.42,2.39
19270218,0.32,-0.73,-0.12,0.012,-2.31,0.23,0.4,-0.09,0.22,0.55,0.21,0.07,0.06,0.04,0.47,0.26,0.77,0.05,0.38,0.19,-0.26,0.01,0.16
19270219,0.01,0.38,-0.48,0.012,2.44,0.24,-0.12,-0.33,0.37,-0.03,-0.22,-0.15,-0.22,0.65,-0.03,-0.03,-0.04,-0.18,-0.27,-0.04,-0.45,-0.49,0.39
19270221,-0.17,0.19,-0.9,0.012,-2.38,-0.03,-0.2,-0.84,0.02,0.02,-0.37,-0.54,-0.74,0.1,-0.1,-0.13,0.12,0.14,-0.92,-0.39,-0.95,-0.8,-0.62
19270223,0.72,-0.33,-0.13,0.012,3.66,1.13,0.51,0.84,0.96,0.71,0.53,1.04,0.8,1.14,0.69,1.48,0.16,0.6,0.46,1.09,0.89,1.04,0.24
19270224,0.14,0.35,0.09,0.012,-1.18,0.12,0.18,0.34,-0.02,0.2,0.44,-0.03,0.36,-0.22,0.27,0.41,0.05,0.65,0.21,-0.15,0.31,0.37,0.33
19270225,0.21,0.24,-0.33,0.012,-1.19,0.58,0.1,-0.11,0.57,0.25,0.14,0.11,-0.19,0.73,0.34,0.58,0.01,0.44,-0.19,0.16,-0.03,-0.16,-0.26
19270226,0.07,-0.19,-0.05,0.012,-1.24,0.02,0,0.42,-0.19,0.09,0.1,0.21,0.23,-0.27,-0.08,0.45,-0.17,0.11,0.1,0.06,0.65,0.24,0.22
19270228,0.55,-0.38,0.24,0.012,0,0.91,0.25,0.79,0.37,0.93,0.04,0.9,0.56,0.5,0.19,1.99,0.14,0.09,-0.01,0.85,1.06,0.75,0.1
19270301,-0.4,-0.03,-0.55,0.011,-15.85,-0.31,-0.26,-1.11,-0.34,-0.23,-0.25,-0.55,-1.23,-0.2,-0.53,-0.26,-0.2,-0.23,-0.28,-0.4,-0.96,-1.12,-1.48
19270302,-1.14,-0.14,-0.33,0.011,4.35,-1.3,-1.01,-1.53,-1.02,-1.19,-1.12,-1.26,-1.85,-1.23,-0.71,-1.86,-0.7,-1.27,-0.95,-1.3,-1.14,-1.74,-2.11
19270303,1.02,-0.05,0.05,0.011,4.16,1.23,0.98,1.07,1.03,1.46,0.71,0.93,1.21,1.16,0.86,1.63,1.33,0.57,0.87,0.93,0.91,0.87,2.01
19270304,-0.45,0.22,-0.16,0.011,4,-0.4,-0.61,-0.51,-0.37,-0.69,-0.45,-0.51,-0.58,-0.28,-0.49,-0.47,-0.85,-0.32,-0.59,-0.54,-0.43,-0.43,-0.93
19270305,-0.24,0.6,-0.46,0.011,0,-0.22,-0.32,-0.48,-0.04,-0.4,-0.36,-0.35,-0.46,-0.24,0.24,-0.58,-0.27,-0.34,-0.39,-0.3,-0.49,-0.35,-0.73
19270307,-0.37,-0.1,-0.58,0.011,-2.12,-0.26,-0.41,-1.01,-0.41,-0.22,-0.45,-0.43,-1.27,-0.29,-0.58,0.04,-0.41,-0.55,-0.33,-0.33,-0.7,-1.15,-1.55
19270308,0.12,-0.53,-0.34,0.011,-1.52,0.46,-0.03,-0.04,0.34,0.26,-0.07,0.13,-0.14,0.27,0.43,0.72,-0.09,0.01,-0.16,0.15,0.08,-0.4,0.48
19270309,0.49,0.17,0.34,0.011,1.55,0.68,0.37,1,0.52,0.6,0.19,0.83,1.28,0.48,0.58,1,0.3,0.01,0.4,0.88,0.69,1.11,1.68
19270310,0.46,0.1,0.46,0.011,-5.89,0.35,0.5,0.59,0.45,0.21,0.68,0.46,0.89,0.57,0.28,0.14,0.26,0.71,0.65,0.54,0.24,0.69,1.34
19270311,0.17,-0.25,0.24,0.011,-4.14,0.13,0.22,0.38,0.19,0,0.22,0.58,0.39,0.08,0.34,0.01,-0.01,-0.3,0.79,0.65,0.37,0.23,0.76
19270312,-0.04,-0.06,-0.19,0.011,-0.03,0.1,-0.12,0.05,0.17,-0.01,-0.11,-0.26,0.04,0.2,0.12,-0.02,0,-0.13,-0.09,-0.37,0.05,0.21,-0.35
19270314,0.18,0.04,-0.78,0.011,2.9,0.64,-0.01,-0.21,0.35,0.47,0.07,-0.05,-0.31,0.9,-0.44,1.22,-0.1,0.18,-0.05,-0.03,-0.1,-0.24,-0.45
19270315,-0.81,-0.1,-0.44,0.011,1.04,-0.89,-0.72,-1.21,-0.84,-0.79,-0.76,-0.79,-1.5,-0.86,-0.82,-0.98,-0.65,-0.65,-0.88,-0.77,-0.86,-1.2,-2.21
19270316,1.02,-0.5,-0.06,0.011,-3.83,0.87,1.21,0.81,0.46,1.91,0.58,0.9,1.16,0.38,0.57,1.69,2.08,0.66,0.48,1.07,0.42,1.05,1.4
19270317,0.42,-0.31,-0.41,0.011,1.45,0.38,0.51,-0.1,0.47,0.52,0.41,0.17,-0.01,0.27,0.75,0.21,0.75,0.25,0.59,0.29,-0.2,0.04,-0.14
19270318,-0.79,0.11,-0.42,0.011,0,-0.59,-0.87,-1.35,-0.68,-0.92,-0.57,-0.96,-1.16,-0.57,-0.83,-0.41,-1.3,-0.34,-0.83,-0.75,-1.57,-1.07,-1.36
19270319,0.04,0.01,-0.21,0.011,-0.72,0.08,0.08,-0.17,-0.04,0.26,0.05,-0.11,-0.14,-0.04,-0.03,0.31,0.22,-0.13,0.25,-0.07,-0.2,-0.22,0.06
19270321,0.17,-0.54,0.05,0.011,0.75,0.04,0.33,0,0.11,0.09,0.19,0.61,-0.07,-0.06,0.35,-0.09,0.23,0.37,-0.01,0.79,0.09,-0.22,0.28
19270322,-1.06,0.17,-0.54,0.011,-1.46,-1.23,-0.81,-1.75,-0.95,-1.12,-0.77,-1.37,-1.72,-0.95,-0.95,-1.77,-0.61,-0.66,-0.91,-1.23,-1.78,-1.49,-2.26
19270323,0.19,0.01,0.51,0.011,-1.45,0.04,0.18,0.55,0.11,-0.06,0.22,0.48,0.56,0.06,0.18,-0.08,-0.05,0.19,0.25,0.47,0.54,0.33,1.11
19270324,0.68,-0.04,0.06,0.011,2.3,0.82,0.57,0.88,0.64,0.87,0.46,0.68,1.02,0.88,0.29,1.19,0.64,0.12,0.83,0.67,0.71,0.88,1.36
19270325,0.16,0.45,-0.33,0.011,0.91,0.21,0.05,0.02,0.15,0.24,0.01,0.02,-0.25,-0.05,0.44,0.33,0.16,-0.09,0.12,-0.08,0.34,0.06,-0.96
19270326,0.34,0.14,0.18,0.011,0.4,0.21,0.42,0.3,0.04,0.64,0.23,0.22,0.61,-0.11,0.25,0.55,0.7,0.23,0.23,0.31,-0.06,0.51,0.85
19270328,0.52,-0.24,0.07,0.011,5.99,0.74,0.42,0.8,0.4,0.65,0.68,0.57,0.76,0.59,0.12,1.4,0.08,0.71,0.66,0.48,0.85,0.66,0.98
19270329,-0.23,-0.09,-0.41,0.011,-3.21,-0.12,-0.18,-0.59,-0.35,-0.09,-0.26,0.12,-0.56,-0.36,-0.33,0.32,-0.41,-0.47,-0.03,0.38,-0.63,-0.48,-0.75
19270330,-0.62,0.11,1.25,0.011,0.54,-0.59,-0.63,0.27,-0.43,-0.82,-0.44,-0.63,0.62,-0.38,-0.5,-0.91,-0.75,-0.66,-0.19,-0.8,-0.14,-0.19,2.49
19270331,0.3,-0.85,0.55,0.011,-1.44,0.14,0.35,0.73,0.28,0,0.49,0.48,0.87,0.44,0.05,-0.15,0.11,0.38,0.61,0.45,0.55,0.64,1.39
19270401,-0.05,-0.19,-0.31,0.01,-2.49,0.11,-0.05,-0.15,0.26,-0.22,-0.06,0.23,-0.31,0.49,-0.07,-0.17,-0.26,-0.14,0.04,0.3,0.04,0.09,-1.2
19270402,-0.08,0.19,0.02,0.01,-1.49,0.05,-0.15,0.14,0.13,-0.12,-0.17,-0.18,0.53,0.22,0,-0.1,-0.13,-0.1,-0.25,-0.13,-0.32,0.18,1.33
19270404,0.53,-0.21,1.12,0.01,0,0.54,0.55,1.53,0.5,0.59,0.55,0.63,2.07,0.44,0.59,0.62,0.57,0.07,1.09,0.54,0.88,1.52,3.32
19270405,0.59,-0.3,0.01,0.01,-1.14,0.86,0.42,0.64,0.36,0.99,0.51,0.39,0.77,0.42,0.27,1.81,0.35,0.51,0.51,0.36,0.49,0.65,1.03
19270406,0.11,-0.1,-0.04,0.01,-0.71,0,0.18,0.08,0.09,0.05,0.11,0.16,0.25,0.21,-0.08,-0.16,0.21,0.29,-0.08,0.26,-0.13,0.52,-0.35
19270407,0.24,-0.35,0.33,0.01,-0.58,0.11,0.28,0.39,0.12,0.27,0.3,0.18,0.27,0.04,0.23,0.1,0.41,0.15,0.45,0.05,0.54,0.32,0.16
19270408,0.31,0.35,-0.05,0.01,1.49,0.62,0,0.45,0.27,0.31,0.42,0.11,0.42,0.41,0.06,1.31,-0.48,0.23,0.62,-0.03,0.49,0.42,0.42
19270409,0.03,-0.13,0.29,0.01,2.94,0.12,-0.15,-0.09,-0.07,0.1,-0.22,-0.04,0.18,-0.04,-0.11,0.48,-0.2,-0.02,-0.44,0.09,-0.41,0.15,0.23
19270411,0.19,0,-0.15,0.01,5.71,0.39,-0.01,0.12,0.53,-0.03,-0.16,0.42,0.16,0.78,0.16,0.12,-0.16,-0.27,-0.03,0.54,0.06,0.13,0.22
19270412,-0.29,0.57,-0.12,0.01,8.1,-0.46,-0.2,-0.78,-0.4,-0.29,-0.21,-0.49,-0.82,-0.45,-0.32,-0.59,-0.06,-0.05,-0.39,-0.4,-0.73,-0.8,-0.85
19270413,0.21,0.13,-1.14,0.01,-3.67,0.66,0.07,-0.14,0.62,0.31,0.07,0.17,-0.16,0.89,0.22,0.75,-0.04,0.07,0.08,0.27,-0.13,0.23,-1.01
19270414,0.09,0.37,-0.2,0.01,-1.29,-0.06,0.21,0.17,-0.16,0.05,0.16,0.55,0.23,-0.31,0.06,0.12,-0.02,0.37,-0.07,0.7,0.1,0.13,0.47
19270416,0.18,0.55,0.18,0.01,0.03,0.22,0.08,0.36,0.02,0.33,0,0.26,0.25,-0.12,0.24,0.58,0.13,-0.08,0.08,0.19,0.49,-0.03,0.89
19270418,-0.03,-0.17,0.75,0.01,-3.92,-0.04,-0.11,0.41,-0.09,-0.24,0.05,0.2,0.41,0.07,-0.32,0.03,-0.45,0,0.1,0.13,0.42,0.23,0.81
19270419,0.18,-0.08,0.32,0.01,1.34,0.34,0.09,0.34,0.33,0.2,0.22,-0.12,0.65,0.49,0.08,0.36,0.08,0.29,0.14,-0.14,-0.04,1.13,-0.4
19270420,0.27,-0.37,0.94,0.01,-3.5,0.26,0.27,0.62,0.49,0.09,0.35,0.18,0.61,0.64,0.28,-0.17,0.31,0.5,0.19,0.03,0.65,0.7,0.4
19270421,0.36,-0.25,-0.76,0.01,6.43,1.04,-0.01,0.05,0.72,0.66,0.09,0.01,0.04,0.87,0.48,1.64,-0.13,0.11,0.07,0,0.05,0.11,-0.1
19270422,0.07,-0.34,0.04,0.01,1.31,0.34,-0.03,-0.16,0.34,0.06,-0.06,0.12,-0.16,0.48,0.12,0.33,-0.16,-0.19,0.1,0.22,-0.17,-0.31,0.19
19270423,-0.37,0.24,0,0.01,-2.62,-0.44,-0.25,-0.22,-0.28,-0.54,-0.27,-0.14,0.05,-0.07,-0.59,-0.73,-0.39,-0.39,-0.13,0,-0.55,-0.18,0.58
19270425,-1.56,0.08,0.1,0.01,-2.68,-2.03,-1.19,-1.93,-1.9,-1.59,-1.09,-1.65,-2.2,-2.15,-1.51,-2.28,-1.02,-0.99,-1.2,-1.68,-1.59,-1.9,-2.85
19270426,0.58,0.04,-0.43,0.01,-2.03,0.92,0.42,0.13,0.8,0.79,0.35,0.35,0.06,0.99,0.51,1.14,0.51,0.37,0.33,0.4,0.22,0.17,-0.18
19270427,-0.38,0.07,0.2,0.01,-2.09,-0.18,-0.48,-0.25,-0.12,-0.52,-0.38,-0.27,-0.37,0.27,-0.7,-0.31,-0.69,-0.57,-0.16,-0.33,-0.1,-0.41,-0.29
19270428,-1.11,0.19,-0.35,0.01,1.43,-1.1,-1,-1.55,-0.74,-1.08,-1.36,-1.08,-1.92,-0.77,-0.7,-1.77,-0.52,-1.51,-1.2,-1.08,-1.1,-1.23,-3.47
19270429,0.48,0,-0.18,0.01,-2.81,0.69,0.31,0.4,0.42,0.55,0.45,0.4,0.72,0.49,0.33,1.2,0.01,0.5,0.4,0.53,0.02,0.86,0.4
19270430,-0.01,0.21,-0.07,0.01,-2.89,0,0.05,-0.12,-0.04,0.3,-0.06,-0.42,0.09,-0.3,0.36,0.08,0.48,-0.22,0.1,-0.44,-0.37,-0.37,1.15
19270502,0.27,0.22,0.48,0.012,-0.06,0.41,0.09,0.76,0.27,0.23,0.24,0.37,0.63,0.16,0.43,0.68,-0.14,0.18,0.3,0.18,0.92,0.52,0.89
19270503,0.74,0.02,-0.64,0.012,4.01,0.96,0.65,0.7,0.76,1.04,0.64,0.38,1.07,1.08,0.28,1.34,0.79,0.64,0.64,0.43,0.24,1,1.22
19270504,0.78,-0.16,0.15,0.012,1.09,0.99,0.67,1.14,1.16,0.77,0.66,0.46,1.49,0.73,1.83,0.67,0.85,0.45,0.89,0.38,0.7,1.34,1.83
19270505,0.3,0.3,-0.28,0.012,-2.06,0.16,0.35,0.08,0.33,0.08,0.36,0.39,-0.04,0.47,0.12,-0.16,0.29,0.7,-0.01,0.45,0.24,0.28,-0.77
19270506,0.28,-0.13,0.87,0.012,-1.41,0.17,0.22,0.73,0.2,0.15,0.28,0.31,0.74,0.19,0.22,0.1,0.18,0.41,0.14,0.17,0.72,0.62,1.01
19270507,0.28,0.26,-0.45,0.012,1.6,0.27,0.47,-0.01,0.25,0.28,0.66,0.28,0.12,-0.01,0.66,0.3,0.25,0.65,0.68,0.42,-0.16,0,0.38
19270509,0.2,0.08,0.39,0.012,-2.17,0.34,0.07,0.58,0.61,0,0,0.26,0.43,0.53,0.73,-0.16,0.14,-0.06,0.07,0.09,0.77,0.26,0.81
19270510,-0.07,-0.12,0.13,0.012,2.96,-0.23,0.06,-0.04,-0.31,-0.14,0.09,0.29,-0.03,-0.22,-0.44,-0.08,-0.19,0.1,0.08,0.4,-0.05,-0.3,0.57
19270511,-0.14,-0.03,0.04,0.012,-2.87,-0.3,-0.02,-0.31,-0.15,-0.03,-0.29,-0.19,-0.38,-0.31,0.08,-0.59,0.42,-0.14,-0.46,-0.18,-0.22,-0.13,-0.93
